,ss_username,cf_username,cf_rating,cc_username,cc_rating
5376,shivhek25,shivhek25,1366.9,shivhek25,1683
5377,Nitesh__kr,niteshchaurasia30,1366.9,nitesh__kr,1683
5378,ubamba98,ubamba98,1366.9,ubamba98,1683
5379,yash49,yash49,1366.9,ya5h,1683
5380,Vikaass_08,vikaass_08,1073,vikaass_08,1682
5381,Daredevil21,teja231,1123,teja231,1682
5382,Amxad_HT,aht...,1124,mohammed_tamim,1682
5383,rajat_gajera,rajat_gajera,1191,rajat_gajera,1682
5384,hmr_270,hmr_270,1200,h2707,1682
5385,Sgupta123,shreyanshgupta838,1271,sgpta123,1682
5386,Shoumya,shoumya,1329,shoumya_cho,1682
5387,piyush_2012,piyush_2012,1333,piyush_2012,1682
5388,goprone,goprone,1350,deepait5090,1682
5389,mnzb2000,mnzb2000,1377,mnzb2000,1682
5390,Hemans19,hemans19,1445,himanshu_lal_7,1682
5391,shafinalam,_shafin_,1464,shafin_ahmed,1682
5392,dev_14,dev_14,1464,dev_14,1682
5393,Temprer,temprer,1480,temprer,1682
5394,genius_007,gabbar,1366.1,genius007,1682
5395,tds115,titan_12,1366.1,tds115,1682
5396,shubham_k,backpropagator,1366.1,shubham_64,1682
5397,pavan_putra,pavan_putra,1366.1,pavan_putra,1682
5398,switch11o3,shikamaru-_-,1366.1,sandeep1103,1682
5399,aleksandar_mil,aleksandar_mil,1082,aleksandar_mil,1681
5400,Pandemania,pandemania,1136,ath_11,1681
5401,bhardwajamit2609,amit_bhardwaj,1195,mramaj786,1681
5402,ritwik2019,ritwikchakraborty.ritwik,1211,ritwik2019,1681
5403,Salonix__,saloni_gupta__,1243,saloni_gupta__,1681
5404,apmit2704,apmit,1281,apmit,1681
5405,Xertz,nilesh070802,1288,nilesh_7,1681
5406,sdkjflskjdosigjs,rushabh50,1307,rushabh_50,1681
5407,bojackhorseman550,bojackhorseman550,1355,bojackhorseman,1681
5408,programbhavan,programbhavan,1565,codebhavan,1681
5409,Kunal_Kunkulol,kunalk0123,1649,tommy1230,1681
5410,shahadat03,shahadat03,1365.2,shahadat03,1681
5411,durvesh_patil,durvesh_patil,880,durvesh_patil,1680
5412,beast_mode,alok_kumar1121511,1089,beast_mode,1680
5413,palshubhodip9,palshubhodip9,1220,shubhodip_pal,1680
5414,rajsheth23,raj,1253,rhetorical_raj,1680
5415,himanshu18038,himanshuraj18,1260,himanshuraj18,1680
5416,sasmit_shubham,sasmit_shubham,1263,sasmit_shubham,1680
5417,decodefreak,mysterieux_daniyal,1310,decodefreak,1680
5418,nick_b,nickb.,1400,nick_cb7,1680
5419,Adarshkumar712,adarshkumar712,1486,adarshkumar712,1680
5420,adi001,adi001,1500,adi001,1680
5421,windspeed64knots,sajal_1415,1574,sajalasa,1680
5422,biborno,udashi,1641,mejbah,1680
5423,heon,heon,1692,heon,1680
5424,rohan537,rohan537,1740,rohan537,1680
5425,1804033_Mitul,tanjum,1364.4,mitul_1717,1680
5426,xz,sneh1930,1364.4,sa2617,1680
5427,shiv3116,shiv3116,1364.4,shiv0618,1680
5428,kratos_007,deadguy,1249,jatin_007,1679
5429,bhaavansai,bhaavan8911,1274,bhaavan8911,1679
5430,codingnahiaati,ish_human,1349,rajhimanshu,1679
5431,masrafi,masrafi,1359,masrafi,1679
5432,mk_hussain,mkhussain,1520,mkhussain,1679
5433,su050300,gol_en_05,1595,su050300,1679
5434,Rp,rpsushil,1363.6,rpsushil,1679
5435,mukul444,mukul_01,1363.6,mukul444,1679
5436,lu_komol,lukom,1363.6,lu_komol,1679
5437,shashankb_07,snape07,1363.6,shashankb_19,1679
5438,avinash1904,avinash_kumar19042002,1363.6,avinash1904,1679
5439,kolhe25,pk25,1363.6,pratham_kolhe,1679
5440,aritrasen1503,aritra-sen,1363.6,aritra12,1679
5441,NOYON31,nyn31,1031,noyon01,1678
5442,its_shyam640,its_shyam640,1243,its_shyam640,1678
5443,Arpit_2678,aj_2678,1262,arpit_2611,1678
5444,offamitkumar,hello_hell,1280,hello_hell,1678
5445,gabish01,gabish01,1284,gabish01,1678
5446,ashishhattimare,ashishhattimare,1359,ashishgh1997,1678
5447,aksareen,aksareen,1426,aksareen,1678
5448,codemaster24,wa_specialist,1893,codemaster24,1678
5449,ask6,ask6,1362.7,ask6,1678
5450,Unknown_9,busohag,1362.7,unknown_9_9,1678
5451,coder_bhavya,coder_bhavya,1362.7,bhavyacodec,1678
5452,GeekyPandey817,geekypandey817,1362.7,shashwat817,1678
5453,hitesh_khatri97,duggy_dum,1362.7,hit12345,1678
5454,aj07,coderchamp7,1362.7,coderchamp7,1678
5455,agno3,agno_3,1362.7,may98ank,1678
5456,ravi_sins,rav_ish,1249,ravi123_2,1677
5457,vivek0509,vivek0509,1277,vivek0509,1677
5458,sdeepanshu17,sdeepanshu17,1538,deepanshu1709,1677
5459,Uvaish_Zafri,rush_for_ac,1361.9,uvaishzafri,1677
5460,shwetank_verma,coder_terror,1361.9,shwetank_verma,1677
5461,kakkar_divyam24,divyamkakkar24,1361.9,divyam2001,1677
5462,samkitjain4916,samkitjain4916,1361.9,samkitjain4916,1677
5463,sahilmandoliya,sahilmandoliya,756,sahilmandoliya,1676
5464,nawazwarsi761,naezy,781,nawazwarsi761,1676
5465,Bbbvvz,below_average_coder,1079,abbhhi123,1676
5466,prateek_sri,try_till_ac,1167,prateek_sri,1676
5467,amansharma07,amanbuddy,1188,amansharma07,1676
5468,katyalrishav,rishavkatyal1,1215,rishav_katyal,1676
5469,jahid_hridoy,jahid_hridoy,1257,jahid_hridoy,1676
5470,Palak123_g,palak123_g,1268,palak123_g,1676
5471,BiggEr,bigger.,1305,bigger,1676
5472,raxvab,raxvab,1306,why_bhav,1676
5473,sak_eth_19,sak_eth_19,1317,sakpab2602,1676
5474,Weap0nX,weap0nx,1335,ankit_iitp,1676
5475,harsh_joeyit,harsh_joeyit,1341,harsh_joeyit,1676
5476,isat1729,isat1729,1379,isat1729,1676
5477,_agarwal_,_agarwal_,1381,agarwal_,1676
5478,rahul7777,rahul7,1386,rahul7777777,1676
5479,shrey_devep,shrey_devep,1509,shrey_007,1676
5480,shyamkb,shyamkb,1797,shyamkb31,1676
5481,bluemmb,bluemmb,1972,bluemmb,1676
5482,delta_raw,delta_raw,1361.1,delta_raw,1676
5483,abhi_179,abhi_179,1361.1,abhi_179,1676
5484,Rishabh1_20,rishabh1_20,1361.1,rishabh1_20,1676
5485,Rishabh12_20,rishabh1_20,1361.1,rishabh1_20,1676
5486,awmirhn,ragen,1361.1,awmirhn,1676
5487,kunjthakkar65,jay_jalaram,1361.1,kunjthakkar65,1676
5488,ecstatic,ecstatic1,1361.1,ecstatic1,1676
5489,aakankshadubey,aakankshadubey,1361.1,aakanksha_d,1676
5490,amritansh6,amritansh10,1361.1,amritansh6,1676
5491,learner_anshu23,,1361.1,anshu23_1999,1676
5492,anshul299,guptajianshul299,1361.1,guptajianshul,1676
5493,Ankit_Singh,ankitsingh_20,1198,ankitsingh_20,1675
5494,dpnshu,dpnshu,1215,dpnshu,1675
5495,anandk543,anandk543,1263,anandamar543,1675
5496,prabalpsingh,prabalpsingh7115,1302,prabalpsingh71,1675
5497,igwfigaf,hardik_vijay,1325,harvy98,1675
5498,Rajon_68,rc68,1345,rajon_68,1675
5499,mario056,mario056,1348,video,1675
5500,sameer_hack,sameer_hack,1353,sameer_hack,1675
5501,kaushal_jalan,kaushal_jalan,1481,kaushal_jalan,1675
5502,pastor,abhayp001,1360.2,pastor,1675
5503,atarax,atarax,1360.2,atarax,1675
5504,Mu6a551r,mubasshir,1360.2,mu6a551r,1675
5505,dash_jd2001,jhalak_dashora,1360.2,jhalak_dashora,1675
5506,zayed,zayed,1360.2,zayed,1675
5507,nishikanth,nishikanth,1360.2,born_insane,1675
5508,Raunak_Srivastava,raunak_srivastava,1360.2,raunak6762,1675
5509,Tahuruzzoha_Tuhin,tahuruzzoha,1360.2,tahurruzzoha,1675
5510,arjundixit98,arjun.dixit98,1360.2,arjun98,1675
5511,sakshi_sinha,_sakshi_sinha,1360.2,sakshi_sinha,1675
5512,HarshCodes,hrxcr7,1119,hrxcr7,1674
5513,Swassow,swassow,1176,swassow712,1674
5514,hellRaiser,andersgame,1198,alice1473,1674
5515,ijk13,ijk13,1297,ijk13,1674
5516,harsh14,harshs14,1311,harshs14,1674
5517,lonelycoder,skittles_99,1333,pallesai,1674
5518,iTanuj,itanuj,1398,itanuj,1674
5519,ak47,eagle_12,1409,amaan_oo7,1674
5520,worldsaver,worldsaver,1422,warrenbuffet,1674
5521,Enamulhasan85,enamul_hasan85,1430,enamulhasan85,1674
5522,kabirkanha,kabirkanha,1697,kabirkanha,1674
5523,iamskk,iamskk,1359.4,shubhamskk,1674
5524,earthshakira,earthshakira,1359.4,earthshakira,1674
5525,pulkitdhingraa,pulkitd2699,1359.4,pulkitd2699,1674
5526,Xero,xero.,1359.4,xero_,1674
5527,harsh06_,harsh06,1359.4,harsh06,1674
5528,0_0,10_01,1359.4,s__s,1674
5529,rishabh1024,rishujain,1003,rishabh2401,1673
5530,hasan_prakash,hasanprakash,1068,hasanprakash,1673
5531,caesar_49,caesar_49,1136,caesar_49,1673
5532,Anuraj_Agarwal,anuraj_agarwal,1168,anuraj_agarwal,1673
5533,bitbeast18,bitbeast18,1222,bitbeast18,1673
5534,kaushik15103,kaushik15103,1233,kaushik15103,1673
5535,realMash3r,sup3rfan,1239,notmash3r,1673
5536,Nikhil077,nikhil077,1250,decipher_,1673
5537,soumya0531,soumya0531,1253,soumya0531,1673
5538,kumarajay,kumarajay_mak,1263,makumar,1673
5539,aj1458,aj1458,1337,aj1458,1673
5540,riadspartanbd,riadspartanbd,1394,riadspartanbd,1673
5541,lsiddiqsunny,lsiddiqsunny,1616,lsiddiqsunny,1673
5542,codebook_2000,codebook_2000,1644,codebook_2000,1673
5543,murad_al_wajed,muradwajed,1358.6,murad96,1673
5544,Abhi_sahu1500,abhi_sahu,1358.6,abhi8840,1673
5545,Siddharth_Akar,siddharth_ar,1358.6,sid_1721,1673
5546,Ayush_Khamar,falafel,1358.6,ayushkhamar8,1673
5547,venu_01,venu_01,1358.6,venu_01,1673
5548,hasanprakash,hasanprakash,1358.6,hasanprakash,1673
5549,ShubhamG,shubham2311,1358.6,shubhamg2311,1673
5550,ujjwalavishek,ujjwalavishek,894,ujjwalavishek,1672
5551,aryan_13,aryans1319,985,aryans1319,1672
5552,kamran_11b,kamran_neub,1037,kamran_neub,1672
5553,shreyash_19,shreyash_19,1128,shreyash_19,1672
5554,a_bot112,vaishnavi798,1143,pallu_122,1672
5555,g_square,g_square,1270,gauravg1234,1672
5556,repegfrost,repegfrost,1414,repegfrost,1672
5557,Sharif_1804011,u1804011,1357.7,sharif_11,1672
5558,Dinesh0602,dinesh0602,1357.7,dinesh_0602,1672
5559,suraj_517,surajshaw3684,1357.7,suraj517,1672
5560,codesanta,codesanta,1357.7,codesanta,1672
5561,pravesh25,pravesh-pandey,1357.7,pravesh25,1672
5562,DYSLEVIUM,dyslevium,1134,dyslevium,1671
5563,ksushant881,sushant881,1139,ksushant881,1671
5564,sushrut22,sushrut22,1145,sushrut22,1671
5565,kunal0612,kunal0612,1276,kunal0612,1671
5566,himanshu222,himanshu222,1301,himanshu_222,1671
5567,Mubin_BUBT38,__broly__,1304,mubin_bubt38,1671
5568,joker238,joker238,1455,aman_23_gupta,1671
5569,chhavik,1711_shreya,1525,shreya_1711,1671
5570,BluePenguin,mr_penguin,1625,kt_dark,1671
5571,ps06756,ps06756,1656,ps06756,1671
5572,jose,jose16,1356.9,jose98,1671
5573,algolover,jayantjain,1356.9,jayantjain001,1671
5574,piyush33patel,piyush33patel,1270,piyush33patel,1670
5575,abhishekrai_20,abhirai24,1286,abhishekrai_20,1670
5576,arpit_c10992,arpit_c10992,1421,arpit_c1099,1670
5577,sadat999,sadat999,1442,sadat999,1670
5578,KritikGarg,crytic.16,1476,kritikgarg123,1670
5579,boruto003,boruto03,1590,tarun003,1670
5580,alhelal_cse,alhelal_wa,1604,al_helal,1670
5581,Shah_Devarsh,devarsh,1356.1,shah_devarsh,1670
5582,shovon60,shovon60,1356.1,shovon60,1670
5583,sourchak66,pazuzu,1356.1,sourchak6,1670
5584,Rudraditya_J,rudraditya_j750,1356.1,shaivya3,1670
5585,Avastino,shivam3001,1356.1,shivam3001,1670
5586,ayush_singh99,ayushsingh_2799,1356.1,ayush_singh99,1670
5587,dansiherror,danisherror,867,danisherror,1669
5588,mkunal11,mkunal_11,994,mkunal11,1669
5589,adarshanand67,alpha_coder_20,1118,adarshanand67,1669
5590,amannn,amannn,1221,sharma_00,1669
5591,Maverick_98,maverick.....,1255,danger_sam1998,1669
5592,divyanshu_1122,prometheus32,1276,divyanshu_1122,1669
5593,blackfyre01,blackfyre,1540,artemisfowljr,1669
5594,ilikebarryallen,ilikebarryallen,1355.2,pavan23,1669
5595,mnkp,mnkp,1355.2,mnkqc,1669
5596,mark_85,mark_85_,1355.2,mark_85,1669
5597,anonymous_beyou,gautii0911,1355.2,gautii0911,1669
5598,anshjain18,anshjain18,1355.2,anshjain18,1669
5599,taran_3010,singhcodes,1355.2,taran_3010,1669
5600,Vandit_3804,vandit_1121,792,vandit_1121,1668
5601,beast_sid,beast_sid,1043,sid_tyu_123,1668
5602,pulkitb_01,pulkitb_01,1120,pulkitb_01,1668
5603,coder_yash,coder_yash,1201,betuyash,1668
5604,saskee1999,saskee1999,1233,saskee1999,1668
5605,rakshitjain,rakshitjain13,1236,rakshitjain13,1668
5606,jm_28,jm_28,1256,jm_28,1668
5607,Amrito,amrito,1302,amrito,1668
5608,farmanalam123,farmanalam285,1324,farmanalam123,1668
5609,sudesh74,sudesh_7447,1333,sudesh_7447,1668
5610,Anwar_Rizk,anwar_rizk,1363,anwar_rizk,1668
5611,_dp95,_dp95,1395,dishantpawar95,1668
5612,mohit94140,mohit94140,1490,mohit94140,1668
5613,amirali,amirali83,1354.4,amirali83,1668
5614,knigh_t,parth562,1354.4,knigh_t,1668
5615,JEXPER,jexper,1354.4,jexper,1668
5616,jadoo_21,,1354.4,jadoo_21,1668
5617,vibhu007,vibhubhatia,1354.4,vibhubhatia,1668
5618,TLE_007,jankit366,1354.4,al_ankit007,1668
5619,dhirajmehta720,dhirajmehta720,1354.4,dhirajmehta720,1668
5620,s_m_g,s_m_g,1354.4,s_m_g,1668
5621,baskarhappy,baskarhappy,1354.4,baskarhappy123,1668
5622,nadimayaz,nadimayaz,1006,nadimayaz,1667
5623,charvee,charvee,1124,charvee,1667
5624,da_grt_aru,da_grt_aru,1162,da_grt_aru,1667
5625,SitanshuYadav,sitanshu_yadav,1170,sitanshu_yadav,1667
5626,rohanlahori,rohan_25,1220,rohanlahori,1667
5627,sbs2001,sbs2001,1228,shivam_20_01,1667
5628,Keai33,keai33,1232,keai33,1667
5629,jha4032,jha4032,1265,jha4032,1667
5630,tnilesh02,tnilesh02,1280,tnilesh2,1667
5631,saurav0882,saurav_0882,1477,saurav0882,1667
5632,mahirlabibdihan,mahirlabibdihan,1538,dihuu,1667
5633,marshal4world,marshal4world,1798,marshal4world,1667
5634,access_denied,accesss_denied,1353.6,accesss_denied,1667
5635,Kaushal121,,1353.6,verma123,1667
5636,akazad7567,a_k_azad,1353.6,aakazad,1667
5637,Vasiljko,vasiljko,1353.6,cope,1667
5638,Asif32,asif732,1353.6,asif732,1667
5639,shishir_montu,,1353.6,shishir_montu_,1667
5640,sreevardhan,sreevardhan,1353.6,sree_vardhan,1667
5641,gaki,gaki,1353.6,gaki,1667
5642,Tharanivadde,sweety_12345,1353.6,s23_190031668,1667
5643,Joint,joint,1353.6,wrong_syntax,1667
5644,munna_bhaiya,gauravkmr0110,1353.6,gauravkmr0110,1667
5645,saquelain_786,saq_40t,1353.6,saquelain_786,1667
5646,atharva_saraf,atharva_saraf,1353.6,atharva_saraf,1667
5647,iamchitti,,1353.6,i_am_chitti,1667
5648,richard1307,richardtimothy13,936,richard13,1666
5649,zyper26,zyper26,1189,zyper26,1666
5650,shreyash_11,shreyash_11,1241,shreyash_11,1666
5651,dipankar,dipankar_kumar_singh,1389,dipankar_kumar,1666
5652,AKS1996,aks1996,1618,cv56,1666
5653,veenit12,veenitshukla20,1352.8,v1e12,1666
5654,saarang123,saarang123,1352.8,saarang123,1666
5655,ayush_gupta4,ayush_gupta4,1352.8,ayush_gupta4,1666
5656,nasibsu,nasib_sultan,1352.8,nasibsu,1666
5657,nithin1572,nithin_xs,1352.8,nithin_1572,1666
5658,an,ansh25lehri,1352.8,ansh25lehri,1666
5659,smitgajjar,smit01,1352.8,smit01,1666
5660,ravi9230,ravi9230,1352.8,ravi9230,1666
5661,kklash,kklash,1352.8,kklash,1666
5662,Jahnvi,tavshvi,840,jahnvi2,1665
5663,sreeshanth_28,smps_28,1214,smps_28,1665
5664,fuzzy10,fuzzy10,1227,mes10,1665
5665,manjur_29,manjur_29,1326,manjur_29,1665
5666,sp7,silupanda,1359,silupanda,1665
5667,abhiyoke,abhiyoke,1363,abhishek090300,1665
5668,stickman_pro,stickman_pro,1490,stickman_pro,1665
5669,Vaskor096,vaskor096,1351.9,vaskor171,1665
5670,rs119574,rs119574,1351.9,rs119574,1665
5671,Prakash5,prakash5,1351.9,prakashd,1665
5672,officialnizam,officialnizam,1351.9,officialnizam,1665
5673,kaizoku_zoro,kaizoku_zoro,1351.9,kaizoku_zoro,1665
5674,elite_abhi,darthy,1351.9,elite_abhi_27,1665
5675,RohitWaghole,rohit2013,1351.9,ro_hit2013,1665
5676,_tarun_agarwal_,_tarun_agarwal_,1351.9,tarun_agarwal_,1665
5677,2.00E+09,pranayvarma,411,kl2000080147,1664
5678,chah4t,chah4t,1067,chahatnagar,1664
5679,parascoding,parascoding,1156,parascoding,1664
5680,yashmiyatra,miyatrayash,1173,learner521,1664
5681,Sujit_161001,sujitb_16,1249,sujit_16,1664
5682,Lets_HACK,lets_hack,1437,tomboy001,1664
5683,Achintyah77,ifyoukn0wwho,1453,achintyah77,1664
5684,iamfarraz,iamfarraz,1351.1,iamfarraz,1664
5685,prudvinit,prudvinit,1351.1,prudvinit,1664
5686,abdullahjohar,abdullah_johar,1351.1,abdullahjohar,1664
5687,rubel_,rubel_,1351.1,rubel43,1664
5688,1.90E+08,1.90E+08,1351.1,anand_kathyay,1664
5689,yash_291,yash_291,1351.1,yash_291,1664
5690,iTeraTorr,ruchir.mehta,1351.1,ruchir_2112,1664
5691,piyush1_123,piyush1_1_23,1351.1,jjjjjj,1664
5692,anonymous1,,1351.1,arijit_123456,1664
5693,kakovic,kakovic,1014,kakovic,1663
5694,kj236jha,sasuke_fam,1151,kj236jha,1663
5695,pradeep12,pradeep12,1235,pradeeps12,1663
5696,Sourav2048,purplehyacinth,1269,kanon1,1663
5697,himanshu2014,himanshudtu,1486,himanshu2014,1663
5698,diptadas,diptadas,1667,diptadas,1663
5699,vqt,vqt,1805,vqthanh,1663
5700,tsdk02,tsdk02,1350.3,tsdk_02,1663
5701,meag,meag,1350.3,meag,1663
5702,neha93,neha93,1350.3,nk93,1663
5703,bootcoder,bootcoder,1043,bootcoder,1662
5704,ajaygupta007,ajaygupta007,1065,ajaygupta007,1662
5705,paradox01,paradox01,1075,paradox01,1662
5706,v1rtual,v1rtual_1ntell1jence,1163,v1rtual,1662
5707,ratneshvjvergi,ratneshvjvergi,1332,ratneshvjvergi,1662
5708,siamsplash5,siamsplash5,1430,siamsplash5,1662
5709,uttom_akash,i_akash,1454,i_akash,1662
5710,leandrovianna,leandrov,1492,leandrovianna,1662
5711,RansomCodes,ransomcodes,1349.4,manmeet_966,1662
5712,kc3,kc3,1349.4,kimocool,1662
5713,mrigank9,mrigank9,1349.4,mrigank99,1662
5714,Karthik224,mailstominnu,912,dashing224,1661
5715,darsh_98,darsh_98,1055,darsh_98,1661
5716,av192,av192,1078,av_192,1661
5717,kavya_naik,kavya_naik,1081,kavya_naik,1661
5718,kartikjaiswani,kartikjaiswani,1099,kartikjaiswani,1661
5719,abhinavverma,abhinavverma,1101,abhinavverma,1661
5720,velocireptor,owais.ahmed,1276,owais_123,1661
5721,hipsi,hipsi,1378,hipranshu,1661
5722,hipsi1999,hipsi,1378,hipranshu,1661
5723,Karnis_052,1804052_karnis,1415,karnis_052,1661
5724,Ashgo18,ashgo18,1437,ashgo,1661
5725,shyamjalan,codiesam_007,1438,shyamjalan,1661
5726,killua1zoldyck,killua1zoldyck,1453,killua_zoldyck,1661
5727,piyush123,piyush123,1619,piyush110,1661
5728,EpsilonAlpha,epsilonalpha,1348.6,epsilonalpha,1661
5729,DarkElDestructo,efrengonzalez,1348.6,efren123,1661
5730,ronaldocr7,ronaldocr7,1348.6,shashwat5013,1661
5731,fuad27,fuad720,1348.6,fuad27,1661
5732,Quadceps,quadceps,1348.6,datguyprasham,1661
5733,langyanashish,langyanashish,1348.6,langyanashish,1661
5734,devesh_badal,devesh_badal,1005,devesh_badal,1660
5735,RounakRaj0401,rounakrajg401,1137,rounakraj401,1660
5736,flanker14,coding_flanker,1280,coding_flanker,1660
5737,trojan911,prasoonbatham,1359,prasoonbatham,1660
5738,Siddik_007,abu_bakar_siddik,1347.8,abubakarsiddi0,1660
5739,jeetsavsani1173,jeetsavsani117,1347.8,jeetsavsani117,1660
5740,vansh29,nuenxfiu,1347.8,vansh29,1660
5741,anubhavsingh04,anubhavsingh11,1347.8,rajput04,1660
5742,rajkamal10,rajkamal10,1347.8,rajkamal10,1660
5743,vikileaks,vikileaks,1347.8,vikileaks,1660
5744,Pearlyadav,pearl199,1347.8,joker12,1660
5745,grtushar,shadhin,1014,shadhin,1659
5746,subham_cc99,subham_cc99,1061,subham_cc99,1659
5747,Anushree_coder,anu_coder,1111,anushreejain98,1659
5748,rohithpothula,prohithkumarreddy,1135,rohithpothula,1659
5749,ujjawalrana001,survival_001,1143,survival_001,1659
5750,prashant182002,prashant182002,1166,prashant182002,1659
5751,sitesh221b,sitesh221b,1219,sitesh221b,1659
5752,jenish_k,jenish_k,1249,jenish_k,1659
5753,doom_coder,doom_coder,1388,doom_coder,1659
5754,Apu_Das,apuye,1428,no_01,1659
5755,bhargav_1225,sherlock_00,1436,bhargav_1225,1659
5756,pryanshu__,pryanshuarora23,1595,pryanshuarora,1659
5757,additya1998,additya1998,1346.9,additya1998,1659
5758,abhi_dtu2014,abhi.rjpt0401,1346.9,abhi_dtu2014,1659
5759,tocolor,tocolor,1346.9,tocolor,1659
5760,parth_chovatiya,parth_chovatiya,1346.9,parthchovatiya,1659
5761,uditkumar01,,1346.9,catchmeifucann,1659
5762,wiss,wiss18,1346.9,wiss18,1659
5763,imakshit2125,aaravaki2125,1346.9,imakshit2125,1659
5764,Mr_Ak,16ucc012,1346.9,mr_1,1659
5765,kiruba_r11,kiruba.r11,923,kiruba_r11,1658
5766,aideepak,aideepak,1050,aideepak,1658
5767,avaneeshk098,avaneeshk098,1090,avaneeshk098,1658
5768,arihantjain01,arihantjain01,1139,arihantjain01,1658
5769,b_vsbrk,bharath,1330,bvsbrk,1658
5770,Anoushka03,anoushka03,1367,anoushka03,1658
5771,bk13,bk_piro_comder13,1371,bk13,1658
5772,kalzor,kalzor,1392,kalzor,1658
5773,rishav2416,noddy527,1479,rishav2416,1658
5774,nikhilnagrale2,nikhilnagrale2,1504,nikhilnagrale2,1658
5775,rounak_0501,3_knights,1513,rounak_0501,1658
5776,Shubham_Sawlani,sawlani_123,1346.1,sawlani_123,1658
5777,oneshadab,oneshadab,1346.1,oneshadab,1658
5778,hrishik,hrishik,1346.1,hrishik71,1658
5779,hrushi_makode,hrushi_makode,1346.1,hrushi_makode,1658
5780,mahithorat249,maheshthorat249,900,mahithorat249,1657
5781,junioralpha,abhinav_152,1032,abhinav_152,1657
5782,rajatupadhyay9,rajatupadhyay9,1151,rajatupadhyay9,1657
5783,kashem_vai,meme_lord,1248,shahriarkabir,1657
5784,suyog73,suyog_73,1270,suyog_73,1657
5785,ganpa,ganpa,1315,ganpa_3,1657
5786,unstoppable_today,anumoy_nandy,1497,aanu_2019,1657
5787,a_natural,a_natural,1503,a_natural,1657
5788,cryptomanic,cryptomanic,1703,cryptomanic,1657
5789,tiagonapoli,martymcfly,1909,tiagonapoli,1657
5790,Malviya_Harshit1998,harsh1334,1345.3,harshit2011,1657
5791,abhigyan10,abhigyan10,1345.3,abhigyan10,1657
5792,Wxld,consistencyisthechaavi,1345.3,ranjeetb10,1657
5793,aronzx,aronzx,1345.3,aronzx,1657
5794,Dhananjay__,dhananjay22,1345.3,godspeed_22,1657
5795,Shubham230,shubham230,1345.3,shubham230,1657
5796,surya_pushpa,surya-pushpa,1345.3,surya_pushpa,1657
5797,coder_pro,coder_pro,1001,coder_proo,1656
5798,_Adra_,adra_,1090,addy_19,1656
5799,sharadha99,sharadha99,1094,sharadha99,1656
5800,ak10rn,ak10rn,1107,ak10rn,1656
5801,safecadet,safecadet,1124,safecadet,1656
5802,hm2982,hm2982,1128,hm2982,1656
5803,Vikkycirus,vickycirus,1139,vikkycirus,1656
5804,kapildeshpande,kapil123,1244,kapildeshpande,1656
5805,cedesion,cedesion,1250,ritikraj21,1656
5806,adarsh_209,tripathiadarsh39,1257,adarsh_209,1656
5807,masud_parvez,masud-parvez,1278,parvezcse,1656
5808,ankush_dubey,ank_10,1306,ankush_dubey,1656
5809,hmrockstar,hmrockstar,1404,hmrockstar,1656
5810,coolrohan123,noob_coder,1406,coolrohan123,1656
5811,sreekarmajety,sreekarmajety,1407,sreekar_majety,1656
5812,XxSupremeLordxX,supremelord,1410,xsupremelordx,1656
5813,Mallik_Prabhanjan,vemulapandu,1506,mallik1234,1656
5814,ayush_hazard,ayush_hazard,1594,ayush_hazard,1656
5815,lero1312,lerooo,1659,lero1312,1656
5816,codeM,banra123,1344.4,banra123,1656
5817,abhinav_20,abhinav_20,1344.4,abhinavv_20,1656
5818,abhinav_2021,abhinav_20,1344.4,abhinavv_20,1656
5819,Cr7_juve,gaurav_udia,1344.4,cr7_juve,1656
5820,Predestination,predestination,1344.4,deepak_2100,1656
5821,dashsubhadeep,,1344.4,subhadeep_15,1656
5822,jhachirag7,jhachirag7,1344.4,jhachirag7,1656
5823,imvijay_17,laxvijay_2000,875,huntervk_2000,1655
5824,purukok12,purukok12,1013,purusewda99,1655
5825,maxus_red,maxus_red,1049,maxus_red,1655
5826,Adnatull,bass.exe,1217,zip_light,1655
5827,priyanshi3008,priyanshi.exe,1255,priyanshi3008,1655
5828,rahulgoyal030,rahulgoyal030,1279,rahulgoyal030,1655
5829,sunny_09_01,sunnykr1530,1297,sunny0901,1655
5830,pj09,chypsd,1307,pj09,1655
5831,imunir,munir,1329,imunir,1655
5832,the_chosen_one,hp_stormbreaker21,1597,ron_weasley,1655
5833,Anurag2002,pirated_codes,1343.6,anurag41682,1655
5834,rounak_raj,rounakrajrnk,1343.6,rounak_raj,1655
5835,samarthraj11,samarthraj11,1343.6,samarthraj_11,1655
5836,adarsh_2141,adarsh_2141,1343.6,adarsh2141,1655
5837,grev,k4l1br,1343.6,htl5618,1655
5838,heena1725,heena1725,997,heena1725,1654
5839,champion_of_logic,ayushnautiyal1110,1016,ayush_n,1654
5840,PolashIslam,polash_islam,1036,islampolash_75,1654
5841,Rajneesh,rajneesh,1180,proraj,1654
5842,jaisat,jaisat,1218,jaisat,1654
5843,reetpriye,reetpriye,1248,reetpriye,1654
5844,jayss5,jay_kotak_,1274,jayss5,1654
5845,ravager_23,ravager_23,1294,atharvs1823,1654
5846,hsekharsahoo,mashed_aloo,1308,hsekharsahoo,1654
5847,romok,romok007,1398,romok,1654
5848,anjali_04,anjali_04,1467,firephoenix_,1654
5849,coderaddy0110,addycoder0110,1481,coderaddy0110,1654
5850,Code0,code0,1565,pstalwalkar7,1654
